phenotype	phenotypeInheritance	phenotypeMimNumber	chromosome	gene	geneMimNumber	comments
Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy variant	Autosomal recessive	610003	8	CLN8	607837	NA
Ceroid lipofuscinosis, neuronal, 8	Autosomal recessive	600143	8	CLN8	607837	NA
?Slowed nerve conduction velocity, AD	Autosomal dominant	608236	8	ARHGEF10,SNCV	608136	mutation identified in 1 SNCV family
NA	NA	NA	8	MYOM2	603509	NA
NA	NA	NA	8	CSMD1	608397	NA
Hernia, congenital diaphragmatic 2	Autosomal recessive	222400	8	DIH2	222400	NA
Systemic lupus erythematosus, susceptibility to, 12	None	612254	8	SLEB12	612254	associated with rs13277113
Microcephaly 1, primary, autosomal recessive	Autosomal recessive	251200	8	MCPH1	607117	genetic heterogeneity
NA	NA	NA	8	ANGPT2,VPS51	601922	close to MCPH1
NA	NA	NA	8	AGPAT5	614796	NA
NA	NA	NA	8	DEFB1	602056	NA
NA	NA	NA	8	DEFA6	600471	NA
NA	NA	NA	8	DEFA4,HP4	601157	NA
NA	NA	NA	8	DEFA1A3,DEFA1,MROS	125220	NA
NA	NA	NA	8	DEFA5	600472	NA
NA	NA	NA	8	FAM90A15P	613051	copy 1
NA	NA	NA	8	FAM90A3P	613042	copy 2
NA	NA	NA	8	FAM90A13P	613049	copy 4
NA	NA	NA	8	FAM90A5P	613043	copy 5
NA	NA	NA	8	FAM90A20P	613054	copy 6
NA	NA	NA	8	DEFB103A	606611	NA
NA	NA	NA	8	SPAG11,SPAG11A,PTGER2	606560	NA
NA	NA	NA	8	FAM90A7P	613044	copy 8
NA	NA	NA	8	FAM90A14P	613050	copy 12
NA	NA	NA	8	FAM90A18P	613052	copy 13
NA	NA	NA	8	FAM90A8P	613045	copy 15
NA	NA	NA	8	FAM90A19P	613053	copy 17
NA	NA	NA	8	FAM90A9P	613046	copy 18
NA	NA	NA	8	FAM90A10P	613047	copy 19
NA	NA	NA	8	DEFB4A	602215	NA
NA	NA	NA	8	FAM90A12P	613048	copy 22
NA	NA	NA	8	CLDN23	609203	NA
Malignant fibrous histiocytoma	None	605352	8	MFHAS1	605352	NA
NA	NA	NA	8	OSTM1,PPP1R3B	610541	NA
NA	NA	NA	8	TNKS	603303	NA
NA	NA	NA	8	MIR124-1,MIR124A	609327	NA
NA	NA	NA	8	PRSS55,THBS1	615144	NA
Occult macular dystrophy	Autosomal dominant	613587	8	RP1L1	608581	NA
NA	NA	NA	8	SOX7	612202	NA
NA	NA	NA	8	PINX1	606505	NA
NA	NA	NA	8	MTMR9	606260	NA
NA	NA	NA	8	SLC35G5	615199	NA
NA	NA	NA	8	FAM167A	610085	NA
Maturity-onset diabetes of the young, type 11	Autosomal dominant	613375	8	MODY11,BLK	191305	NA
Atrial septal defect 2	Autosomal dominant	607941	8	GATA4,AVSD1,ASD2,FEZF2,TACHD	600576	mutations identified in 1 TACHD family
?Testicular anomalies with or without congenital heart disease	Autosomal dominant	615542	8	GATA4,AVSD1,ASD2,FEZF2,TACHD	600576	mutations identified in 1 TACHD family
Ventricular septal defect 1	Autosomal dominant	614429	8	GATA4,AVSD1,ASD2,FEZF2,TACHD	600576	mutations identified in 1 TACHD family
Tetralogy of Fallot	Autosomal dominant	187500	8	GATA4,AVSD1,ASD2,FEZF2,TACHD	600576	mutations identified in 1 TACHD family
Atrioventricular septal defect 4	Autosomal dominant	614430	8	GATA4,AVSD1,ASD2,FEZF2,TACHD	600576	mutations identified in 1 TACHD family
NA	NA	NA	8	DPAGT1,FDFT1	184420	NA
NA	NA	NA	8	CTSH,CTSB	116810	13q14 by rat probe
NA	NA	NA	8	USP17L2	610186	NA
NA	NA	NA	8	FAM86B1	616122	NA
NA	NA	NA	8	FAM86B2	616123	NA
Aneurysm, intracranial berry, 11	None	614252	8	ANIB11	614252	max lod at D8S552
Coronary heart disease, susceptibility to, 9	None	612030	8	CHDS9	612030	max lod at D8S1106
Deafness, autosomal recessive 71	None	612789	8	DFNB71	612789	max lod at D8S261
Myopathy, distal 3	Autosomal dominant	610099	8	MPD3	610099	possible locus on 12q13-q22
NA	NA	NA	8	KIAA1456,TRM9L	615666	NA
Colorectal cancer, somatic	None	114500	8	DLEC1	604258	NA
NA	NA	NA	8	SGCZ	608113	NA
Mental retardation, autosomal recessive 7	None	611093	8	D8S1992,M33,MRT22,TUSC3	601385	NA
Prostate cancer, hereditary	Autosomal dominant	176807	8	SRA1,MSR1	153622	~11cM distal to LPL
Barrett esophagus/esophageal adenocarcinoma	None	614266	8	SRA1,MSR1	153622	~11cM distal to LPL
?Renal hypodysplasia/aplasia 2	Autosomal recessive	615721	8	RHDA2,FGF20	605558	mutation identified in 1 RHDA2 family
NA	NA	NA	8	MICU3	610633	NA
NA	NA	NA	8	CHAF1A,CNOT7	604913	NA
Spastic paraplegia 53, autosomal recessive	Autosomal recessive	614898	8	VPS37A	609927	NA
NA	NA	NA	8	MTMR7	603562	NA
NA	NA	NA	8	SLC7A2	601872	NA
Colorectal cancer, somatic	None	114500	8	PDGRL,PDGFRL	604584	NA
Hepatocellular cancer, somatic	None	114550	8	PDGRL,PDGFRL	604584	NA
NA	NA	NA	8	HFREP1,FGL1	605776	NA
NA	NA	NA	8	PCM1,MBD1	600299	fused with RET to form PTC4
Spinal muscular atrophy with progressive myoclonic epilepsy	Autosomal recessive	159950	8	SMAPME,ASAH1	613468	NA
Farber lipogranulomatosis	Autosomal recessive	228000	8	SMAPME,ASAH1	613468	NA
NA	NA	NA	8	EIF4G2,NAT1	108345	NA
Acetylation, slow	Autosomal recessive	243400	8	NAT2,SLC38A1	612182	acetylation polymorphism
NA	NA	NA	8	PSD3	614440	NA
Schizophrenia	Autosomal dominant	181500	8	SCZD6	603013	?neuregulin 1
NA	NA	NA	8	SH2D4A	614968	NA
NA	NA	NA	8	CSGALNACT1	616615	NA
NA	NA	NA	8	INTS10	611353	NA
High density lipoprotein cholesterol level QTL 11	None	NA	8	LPL,HDLCQ11	609708	NA
Lipoprotein lipase deficiency	Autosomal recessive	238600	8	LPL,HDLCQ11	609708	NA
Combined hyperlipidemia, familial	Autosomal dominant	144250	8	LPL,HDLCQ11	609708	NA
NA	NA	NA	8	SLC18A1	193002	NA
Zimmermann-Laband syndrome 2	Autosomal dominant	616455	8	ATP6V1B1,ATP6V1B2,ATP6B1B2	606939	NA
Esophageal squamous cell carcinoma	Autosomal dominant	133239	8	F37,LZTS1	606551	NA
NA	NA	NA	8	GFRA2	601956	NA
NA	NA	NA	8	DOK2,P56DOK	604997	NA
NA	NA	NA	8	XPO7	606140	NA
NA	NA	NA	8	NPM2	608073	NA
Hypogonadotropic hypogonadism 20 with or without anosmia	Autosomal dominant	615270	8	HH20,FGF17	603725	NA
NA	NA	NA	8	DMTN	125305	NA
NA	NA	NA	8	NUDT18	615791	NA
Atrichia with papular lesions	Autosomal recessive	209500	8	HR,MUHH1,HYPT4	602302	NA
Alopecia universalis	Autosomal recessive	203655	8	HR,MUHH1,HYPT4	602302	NA
Hypotrichosis 4	Autosomal dominant	146550	8	HR,MUHH1,HYPT4	602302	NA
NA	NA	NA	8	REEP4	609349	NA
NA	NA	NA	8	LGI3	608302	NA
Surfactant metabolism dysfunction, pulmonary, 2	Autosomal dominant	610913	8	SFTPC	178620	NA
Osteogenesis imperfecta, type XIII	Autosomal recessive	614856	8	OI13,BMP1	112264	1kb 3' to SFTP2
NA	NA	NA	8	MIR320A	614112	NA
NA	NA	NA	8	POLR3D	187280	NA
NA	NA	NA	8	PIWIL2,MILI	610312	NA
NA	NA	NA	8	PPP3CC	114107	NA
NA	NA	NA	8	SORBS3,SCAM1	610795	NA
NA	NA	NA	8	MYSTIQUE,PDLIM2	609722	NA
NA	NA	NA	8	CCAR2,BRINP1	607359	NA
NA	NA	NA	8	BIN3	606396	NA
NA	NA	NA	8	EGR3	602419	NA
NA	NA	NA	8	PEBP4,PEPB4	612473	NA
NA	NA	NA	8	RHOBTB2	607352	NA
Squamous cell carcinoma, head and neck	Autosomal recessive	275355	8	TNFRSF10B,TRAILR2	603612	NA
NA	NA	NA	8	TNFRSF10C,DCR1	603613	NA
NA	NA	NA	8	CCR6,TNFRSF10D	603614	NA
NA	NA	NA	8	APO2,TNFRSF10A,TRAILR1	603611	NA
NA	NA	NA	8	CHMP7	611130	NA
NA	NA	NA	8	LOXL2	606663	NA
NA	NA	NA	8	ENTPD4	607577	NA
NA	NA	NA	8	SLC25A37	610387	NA
NA	NA	NA	8	NKX3-1	602041	NA
Persistent truncus arteriosus	None	217095	8	CTHM,NKX2-6	611770	NA
Conotruncal heart malformations	None	217095	8	CTHM,NKX2-6	611770	NA
NA	NA	NA	8	STC1	601185	NA
NA	NA	NA	8	ADAM28,MDCL	606188	NA
NA	NA	NA	8	ADAMDEC1,DECYSIN	606393	NA
NA	NA	NA	8	ADAM7	607310	NA
NA	NA	NA	8	NEFM	162250	NA
Charcot-Marie-Tooth disease, type 2E	Autosomal dominant	607684	8	NEFL	162280	NA
Charcot-Marie-Tooth disease, type 1F	Autosomal recessive; Autosomal dominant	607734	8	NEFL	162280	NA
?Hypogonadotropic hypogonadism 12 with or without anosmia	Autosomal recessive	614841	8	LNRH,HH12,GNRH1	152760	mutation identified in 1 HH12 family
NA	NA	NA	8	EBF2	609934	NA
NA	NA	NA	8	NIX,BNIP3L	605368	NA
NA	NA	NA	8	PNMA2,MM2	603970	NA
NA	NA	NA	8	DPYSL2	602463	NA
NA	NA	NA	8	ADRA1A	104221	.03cM from NEFL
NA	NA	NA	8	PTK2B	601212	NA
Epilepsy, nocturnal frontal lobe, type 4	Autosomal dominant	610353	8	CHRNA2	118502	NA
Hypercholesterolemia, familial, due to LDLR defect, modifier of	Autosomal dominant	143890	8	EPHX2	132811	NA
Scurvy	None	NA	8	GULOP	240400	NA
Spastic paraplegia 37, autosomal dominant	Autosomal dominant	611945	8	SPG37	611945	max lod at D8S601
NA	NA	NA	8	SGP2,CLU,TRPM2	185430	NA
NA	NA	NA	8	SCARA3	602728	NA
SC phocomelia syndrome	Autosomal recessive	269000	8	ESCO2	609353	NA
Roberts syndrome	Autosomal recessive	268300	8	ESCO2	609353	NA
NA	NA	NA	8	PBK	611210	NA
NA	NA	NA	8	SCARA5	611306	NA
NA	NA	NA	8	ELP3	612722	NA
NA	NA	NA	8	PNOC	601459	NA
NA	NA	NA	8	FBXO16	608519	?8p12
NA	NA	NA	8	FZD9	606143	NA
NA	NA	NA	8	EXTL3,EXTR1	605744	NA
NA	NA	NA	8	RC74,INTS9,INT9	611352	NA
Alzheimer disease 12	None	611073	8	AD12	611073	max lod at D8S1119
?Thrombophilia due to decreased release of tissue plasminogen	None	NA	8	THPH9	612348	NA
NA	NA	NA	8	KIF13B	607350	NA
NA	NA	NA	8	DUSP4,MKP2	602747	NA
NA	NA	NA	8	SARAF	614768	NA
NA	NA	NA	8	LEPROTL1	607338	NA
NA	NA	NA	8	MBOAT4	611940	NA
NA	NA	NA	8	WS3,DCTN6,IFI27	612963	NA
NA	NA	NA	8	RBPMS	601558	NA
NA	NA	NA	8	GTF2E2	189964	NA
Hemolytic anemia due to glutathione reductase deficiency	None	NA	8	GSR	138300	NA
NA	NA	NA	8	UBXN8	602155	NA
NA	NA	NA	8	PPP2CB	176916	pseudogene on 16
NA	NA	NA	8	TEX15	605795	NA
Werner syndrome	Autosomal recessive	277700	8	WRN	604611	NA
?Schizophrenia, susceptibility to	None	603013	8	NRG1,ECSCR,HRGA,LIPF	142445	NA
Mental retardation, autosomal recessive 39	Autosomal recessive	615541	8	MRT39,TTI2	614426	NA
NA	NA	NA	8	SNORD13	616664	NA
NA	NA	NA	8	UNC5D,UNC5H4	616466	NA
Chromosome 8p11 myeloproliferative syndrome	None	613523	8	SCLL	613523	translocation of FGFR1 (8p11) and various partners
NA	NA	NA	8	KCNU1,SLO3	615215	NA
Spastic paraplegia 18, autosomal recessive	Autosomal recessive	611225	8	ERLIN2	611605	NA
NA	NA	NA	8	PROSC	604436	NA
NA	NA	NA	8	GPR124	606823	NA
NA	NA	NA	8	BRF2,ZFP36L2	607013	NA
NA	NA	NA	8	RAB11FIP1,CRCP	608737	NA
Obesity, susceptibility to	Multifactorial; Autosomal recessive; Autosomal dominant	601665	8	ADRB3	109691	NA
NA	NA	NA	8	EIF4EBP1,4EBP1	602223	NA
NA	NA	NA	8	ASH2L	604782	NA
Lipoid adrenal hyperplasia	Autosomal recessive	201710	8	GUCY2C	600617	NA
NA	NA	NA	8	LSM1	607281	NA
NA	NA	NA	8	BAG4	603884	NA
Spastic paraplegia 54, autosomal recessive	Autosomal recessive	615033	8	DDHD2	615003	NA
NA	NA	NA	8	PPAPDC1B	610626	NA
Leukemia, acute myeloid	Autosomal dominant	601626	8	WHSC1L1	607083	pseudogene on 17q21; fusion partner with NUP98 in AML
Hartsfield syndrome	Autosomal dominant	615465	8	HH2,OGD,HRTFDS,FGFR1	136350	fused with BCR, CEP1, FOP, FIM in hematologic malignancies
Trigonocephaly 1	Autosomal dominant	190440	8	HH2,OGD,HRTFDS,FGFR1	136350	fused with BCR, CEP1, FOP, FIM in hematologic malignancies
Pfeiffer syndrome	Autosomal dominant	101600	8	HH2,OGD,HRTFDS,FGFR1	136350	fused with BCR, CEP1, FOP, FIM in hematologic malignancies
Osteoglophonic dysplasia	Autosomal dominant	166250	8	HH2,OGD,HRTFDS,FGFR1	136350	fused with BCR, CEP1, FOP, FIM in hematologic malignancies
Jackson-Weiss syndrome	Autosomal dominant	123150	8	HH2,OGD,HRTFDS,FGFR1	136350	fused with BCR, CEP1, FOP, FIM in hematologic malignancies
Hypogonadotropic hypogonadism 2 with or without anosmia	Autosomal dominant	147950	8	HH2,OGD,HRTFDS,FGFR1	136350	fused with BCR, CEP1, FOP, FIM in hematologic malignancies
NA	NA	NA	8	TACC1	605301	NA
NA	NA	NA	8	PLEKHA2	607773	NA
NA	NA	NA	8	HTRA4	610700	NA
NA	NA	NA	8	TM2D2	610081	NA
Cone-rod dystrophy 9	None	612775	8	ADAM9	602713	NA
NA	NA	NA	8	ADAM2,CRYN2,CRYN1	601533	NA
NA	NA	NA	8	IDO1	147435	NA
NA	NA	NA	8	IDO2	612129	NA
NA	NA	NA	8	TCN1,C8orf4	607702	NA
NA	NA	NA	8	SFRP1,FSTL1	604156	NA
NA	NA	NA	8	GINS4	610611	NA
NA	NA	NA	8	AGPAT6,LPAATZ	608143	NA
NA	NA	NA	8	NKX6.3,NKX6-3	610772	NA
Spherocytosis, type 1	Autosomal dominant	182900	8	ANK1	612641	NA
Mental retardation, autosomal dominant 32	Autosomal dominant	616268	8	MRD32,KAT6A	601408	NA
NA	NA	NA	8	AP3M2	610469	NA
Thrombophilia, familial, due to decreased release of PLAT	None	612348	8	TPA,PLAT	173370	NA
Hyperfibrinolysis, familial, due to increased release of PLAT	None	612348	8	TPA,PLAT	173370	NA
Immunodeficiency 15	Autosomal recessive	615592	8	IKBKB,IMD15	603258	NA
NA	NA	NA	8	POLB	174760	NA
NA	NA	NA	8	DKK4	605417	NA
NA	NA	NA	8	VDAC1P5	610029	NA
Basal ganglia calcification, idiopathic, 1	Autosomal dominant	213600	8	SLC20A2,IBGC1	158378	NA
NA	NA	NA	8	CHRNB3	118508	NA
NA	NA	NA	8	CHRNA6	606888	NA
Dystonia 6, torsion	Autosomal dominant	602629	8	THAP1	609520	NA
Ataxia, sensory, 1, autosomal dominant	Autosomal dominant	608984	8	RNF170	614649	NA
NA	NA	NA	8	HOOK3	607825	NA
NA	NA	NA	8	FNTA	134635	related FNTAL1 on 11, FNTAL2 on 13
Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 12	Autosomal recessive	615249	8	MDDGC12,MDDGA12,SGK196,POMK	615247	mutation in 1 MDDGC12 family has been reported
?Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 12	Autosomal recessive	616094	8	MDDGC12,MDDGA12,SGK196,POMK	615247	mutation in 1 MDDGC12 family has been reported
Retinitis pigmentosa 73	Autosomal recessive	616544	8	RP73,HGSNAT,MPS3C	610453	NA
Mucopolysaccharidosis type IIIC (Sanfilippo C)	Autosomal recessive	252930	8	RP73,HGSNAT,MPS3C	610453	NA
Chondrocalcinosis with early-onset osteoarthritis	Autosomal dominant	600668	8	CCAL1	600668	NA
NA	NA	NA	8	GYPB	109640	NA
Fetal hemoglobin quantitative trait locus 4	None	606789	8	HBFQTL4	606789	NA
?Preauricular fistulae, congenital	Autosomal dominant	128700	8	PAFC	128700	between D8S532 and D8S279
NA	NA	NA	8	LINC00293	609543	NA
Glucocorticoid deficiency 3	Autosomal recessive	609197	8	GCCD2,GCCD3,FGD3	609197	between D8S285 and D8S1718
NA	NA	NA	8	SPIDR	615384	NA
NA	NA	NA	8	CEBPD	116898	earlier mapped to 8q11
Immunodeficiency 26, with or without neurologic abnormalities	Autosomal recessive	615966	8	IMD26,PRKDC	600899	NA
Natural killer cell and glucocorticoid deficiency with DNA repair defect	Autosomal recessive	609981	8	NKCD,MCM4,NKGCD	602638	NA
NA	NA	NA	8	DDVIT1,UBE2V2,EDPF1,UEV2	603001	NA
Piebaldism	Autosomal dominant	172800	8	SNAI2,WS2D	602150	NA
Waardenburg syndrome, type 2D	Autosomal recessive	608890	8	SNAI2,WS2D	602150	NA
NA	NA	NA	8	SNTG1	608714	implicated in idiopathic scoliosis
NA	NA	NA	8	ATP2C1,VPO2,PXDNL	615904	NA
Breast cancer, somatic	None	114480	8	RB1CC1,CC1	606837	NA
NA	NA	NA	8	NPBWR1	600730	previously assigned to 10q11.2-q21.1 by FISH
NA	NA	NA	8	OPRK1	165196	NA
NA	NA	NA	8	TCEA1,TCEA1P2	601425	previously mapped to 3p22-p21.3
NA	NA	NA	8	LYPLA1	605599	NA
NA	NA	NA	8	MRPL15	611828	NA
Vesicoureteral reflux 3	Autosomal dominant	613674	8	VUR3,SOX17	610928	NA
Aneurysm, intracranial berry, 10	None	612587	8	ANIB10	612587	associated with rs10958409
Scoliosis, isolated, susceptibility to, 3	None	608765	8	IS3	608765	NA
Mycobacterium tuberculosis, susceptibility to, 2	None	611046	8	MTBS2	611046	max lod at D8S1723
Retinitis pigmentosa 1	Autosomal dominant	180100	8	OSBPL1A,MAPRE2	603937	NA
NA	NA	NA	8	TGS1	606461	NA
NA	NA	NA	8	LYN	165120	NA
NA	NA	NA	8	RPS20	603682	NA
NA	NA	NA	8	MOCOS	190060	NA
Adenomas, salivary gland pleomorphic, somatic	None	181030	8	KLK3,SGPA,PLAG1	603026	fused with CTNNB1 in SGPA
NA	NA	NA	8	CHCHD7	611238	NA
NA	NA	NA	8	SDR16C5	608989	NA
NA	NA	NA	8	PENK	131330	NA
Chondrodysplasia with joint dislocations, GRAPP type	Autosomal recessive	614078	8	GPAPP,IMPAD1	614010	NA
NA	NA	NA	8	LOC137886,CCNH,UBXN2B	610686	NA
NA	NA	NA	8	CYP7A1	118455	NA
NA	NA	NA	8	TACIP18,MDA9,SDCBP	602217	NA
NA	NA	NA	8	NSMAF	603043	NA
NA	NA	NA	8	TOX	606863	NA
Cerebellar ataxia and mental retardation with or without quadrupedal locomotion 3	Autosomal recessive	613227	8	CA8,ANKRD1,CAMRQ3	114815	NA
NA	NA	NA	8	RAB2A	179509	NA
Bor-Duane hydrocephalus contiguous gene syndrome	Autosomal dominant	600257	8	C8DELq12q21,DEL8q12q21	600257	NA
?Hydrocephalus, autosomal dominant	Autosomal dominant	123155	8	HDCPH1	123155	NA
Hypogonadotropic hypogonadism 5 with or without anosmia	None	612370	8	HH5,CHD7	608892	NA
CHARGE syndrome	Autosomal dominant	214800	8	HH5,CHD7	608892	NA
NA	NA	NA	8	CLVS1	611292	NA
Traboulsi syndrome	Autosomal recessive	601552	8	ASPH,FDLAB	600582	NA
NA	NA	NA	8	NKAIN3	612872	NA
NA	NA	NA	8	GGH	601509	NA
Ataxia with isolated vitamin E deficiency	Autosomal recessive	277460	8	COPRS,TTPA	600415	NA
NA	NA	NA	8	BETA3,BHLHE22	613483	NA
Bile acid synthesis defect, congenital, 3	Autosomal recessive	613812	8	CYP7B1,CBAS3	603711	NA
Spastic paraplegia 5A, autosomal recessive	Autosomal recessive	270800	8	CYP7B1,CBAS3	603711	NA
Charcot-Marie-Tooth disease, axonal, type 2H	Autosomal recessive	607731	8	CMT2H	607731	between D8S1807 and D8S548
Mesomelia-synostoses syndrome	Autosomal dominant	600383	8	C8DELq13,DEL8q13	600383	contiguous gene deletion of SULF1 and SLCO5A1
Duane retraction syndrome 1	Autosomal dominant	126800	8	DUS,DURS1	126800	NA
Febrile seizures, familial, 1	Autosomal dominant	121210	8	FEB1	121210	NA
NA	NA	NA	8	PDE7A	171885	NA
NA	NA	NA	8	DNAJC5B	613945	NA
NA	NA	NA	8	TRIM55,MURF2	606469	NA
NA	NA	NA	8	CRH	122560	NA
NA	NA	NA	8	HOT,ADH8,ADHFE1	611083	NA
NA	NA	NA	8	MYBL1	159405	NA
NA	NA	NA	8	VCPIP1VCIP135,VCPIP1	611745	NA
NA	NA	NA	8	SGK3,CISK	607591	NA
NA	NA	NA	8	SNHG6	612215	NA
NA	NA	NA	8	SNORD87,SCARNA5	612216	within intron 2 of SNHG6
NA	NA	NA	8	COPS5	604850	NA
Joubert syndrome 21	Autosomal recessive	615636	8	CSPP1	611654	NA
NA	NA	NA	8	ARFGEF1,P200	604141	NA
Febrile seizures, familial, 11	Autosomal recessive	614418	8	FEB11,CPA6,CYP2A6,ETL5	609562	NA
Epilepsy, familial temporal lobe, 5	Autosomal dominant	614417	8	FEB11,CPA6,CYP2A6,ETL5	609562	NA
NA	NA	NA	8	PREX2	612139	NA
NA	NA	NA	8	SULF1	610012	NA
NA	NA	NA	8	SLCO5A1,OATPJ	613543	NA
NA	NA	NA	8	PFM11,PRDM14	611781	NA
NA	NA	NA	8	NCOA2,LGALS12,FGR	601993	NA
NA	NA	NA	8	TICAM2	605190	NA
Branchiootorenal syndrome 1, with or without cataracts	Autosomal dominant	113650	8	CDCA8,OFC1,EYA1,BOS1	601653	mutation identified in 1 OFC1 family
Branchiootic syndrome 1	Autosomal dominant	602588	8	CDCA8,OFC1,EYA1,BOS1	601653	mutation identified in 1 OFC1 family
Anterior segment anomalies with or without cataract	Autosomal dominant	113650	8	CDCA8,OFC1,EYA1,BOS1	601653	mutation identified in 1 OFC1 family
?Otofaciocervical syndrome	Autosomal dominant	166780	8	CDCA8,OFC1,EYA1,BOS1	601653	mutation identified in 1 OFC1 family
NA	NA	NA	8	MYOR,ABF1,MSC	603628	NA
Chromosome 8q21.11 deletion syndrome	Isolated cases; Autosomal dominant	614230	8	DEL8q21.11,C8DELq21.11	614230	contiguous gene deletion; minimal region (GRCh37, 8:77226464-77766239
NA	NA	NA	8	GLYB	138480	gly(-)B
Optic atrophy 6	Autosomal recessive	258500	8	OPA6	258500	between D8S1702 and D8S1794
Episodic pain syndrome, familial	Autosomal dominant	615040	8	FEPS,TRPA1	604775	NA
NA	NA	NA	8	KCNB2,KV2.2	607738	NA
NA	NA	NA	8	TERF1	600951	NA
NA	NA	NA	8	RPL7	604166	pseudogene on chr.5
NA	NA	NA	8	RDH10	607599	NA
NA	NA	NA	8	STAU2	605920	NA
NA	NA	NA	8	UBC16,UBE2W	614277	NA
NA	NA	NA	8	TCEB1	600788	NA
Mitochondrial complex V (ATP synthase) deficiency, nuclear type 2	Autosomal recessive	614052	8	TMEM70,MC5DN2	612418	NA
NA	NA	NA	8	LY96,MD2	605243	NA
?Charcot-Marie-Tooth disease, axonal, autosomal dominant, type 2K	Autosomal recessive; Autosomal dominant	607831	8	CMT2K,TRGJP1,JPH1	605266	mutation identified in 1 CMT2K family
Charcot-Marie-Tooth disease, axonal, type 2K	Autosomal recessive; Autosomal dominant	607831	8	CMT2K,CMTRIA,GDAP1	606598	NA
Charcot-Marie-Tooth disease, type 4A	Autosomal recessive	214400	8	CMT2K,CMTRIA,GDAP1	606598	NA
Charcot-Marie-Tooth disease, recessive intermediate, A	Autosomal recessive	608340	8	CMT2K,CMTRIA,GDAP1	606598	NA
Charcot-Marie-Tooth disease, axonal, with vocal cord paresis	Autosomal recessive	607706	8	CMT2K,CMTRIA,GDAP1	606598	NA
Stature QTL 15	None	612578	8	STQTL15	612578	associated with rs2220456
NA	NA	NA	8	PI15	607076	NA
NA	NA	NA	8	HNF4G	605966	NA
?Ptosis, congenital	Autosomal dominant	178300	8	ZFHX4	606940	NA
Peroxisome biogenesis disorder 5A (Zellweger)	Autosomal recessive	614866	8	PAF1,PEX2,PBD5A,PBD5B	170993	NA
Peroxisome biogenesis disorder 5B	Autosomal recessive	614867	8	PAF1,PEX2,PBD5A,PBD5B	170993	NA
NA	NA	NA	8	PKIA	606059	NA
NA	NA	NA	8	IL7	146660	NA
NA	NA	NA	8	STMN2	600621	NA
NA	NA	NA	8	MRPS35,MRPS28	611990	NA
NA	NA	NA	8	TPD52	604068	NA
NA	NA	NA	8	PAG1	605767	NA
NA	NA	NA	8	FABP5P1,EFABP,PAFABP	605168	NA
NA	NA	NA	8	PMP2	170715	not involved in CMT4A
NA	NA	NA	8	FABP4	600434	NA
NA	NA	NA	8	IMPA1	602064	NA
NA	NA	NA	8	SNF7-3,CHMP4C	610899	NA
NA	NA	NA	8	SNX16	614903	NA
NA	NA	NA	8	RALYL	614648	NA
NA	NA	NA	8	E2F5	600967	NA
NA	NA	NA	8	CA1	114800	NA
NA	NA	NA	8	CA3	114750	NA
Osteopetrosis, autosomal recessive 3, with renal tubular acidosis	Autosomal recessive	259730	8	CA2	611492	CA1, CA2 linked in monkey and mouse
NA	NA	NA	8	TIUL1,WWP1	602307	NA
NA	NA	NA	8	RMDN1	611871	NA
NA	NA	NA	8	CPNE3,CPN3	604207	NA
Macular degeneration, juvenile	Autosomal recessive	248200	8	CNGB3	605080	NA
Achromatopsia-3	Autosomal recessive	262300	8	CNGB3	605080	NA
NA	NA	NA	8	MMP16	602262	NA
NA	NA	NA	8	ARHGEF28,RIPK2	603455	NA
NA	NA	NA	8	OSGIN2	604598	NA
Nijmegen breakage syndrome	Autosomal recessive	251260	8	NBN,ARTN	602667	NA
Leukemia, acute lymphoblastic	None	613065	8	NBN,ARTN	602667	NA
Aplastic anemia	None	609135	8	NBN,ARTN	602667	NA
NA	NA	NA	8	DECR1	222745	NA
NA	NA	NA	8	CALB1	114050	NA
NA	NA	NA	8	TMEM55A	609864	NA
NA	NA	NA	8	OTUD6B	612021	NA
NA	NA	NA	8	RUNX1T1	133435	fused with AML1 in t(8;21)
Leri pleonosteosis chromosome duplication syndrome	Autosomal dominant	151200	8	C8DUPq22.1,DUP8q22.1	151200	duplication of 0.9-1.2 Mb on 8q22.1
?Hypertrichosis universalis congenita, Ambras type	Autosomal dominant	145701	8	HTC1	145701	NA
Nablus mask-like facial syndrome	Autosomal recessive; Isolated cases	608156	8	DEL8q22.1,NMLFS,C8DELq22.1	608156	NA
Meckel syndrome 3	Autosomal recessive	607361	8	TMEM67	609884	NA
Joubert syndrome 6	Autosomal recessive	610688	8	TMEM67	609884	NA
COACH syndrome	Autosomal recessive	216360	8	TMEM67	609884	NA
Bardet-Biedl syndrome 14, modifier of	Autosomal recessive	615991	8	TMEM67	609884	NA
Nephronophthisis 11	Autosomal recessive	613550	8	TMEM67	609884	NA
Pyruvate dehydrogenase phosphatase deficiency	Autosomal recessive	608782	8	PPAPDC2,PDPC,PDP1	605993	NA
NA	NA	NA	8	HPT1,CDH17,CDH16	603017	NA
NA	NA	NA	8	GEM	600164	NA
Lymphoma, non-Hodgkin, somatic	None	605027	8	RAD54B	604289	NA
Colon cancer, somatic	None	114500	8	RAD54B	604289	NA
NA	NA	NA	8	FSBP	616306	NA
NA	NA	NA	8	KIAA1429	616447	NA
